objid,crowded,badbkgmatch,ra,dec,l,b,nmatches,nreject,nbands,i1_fluxtype,i2_fluxtype,i3_fluxtype,i4_fluxtype,m1_fluxtype,i1_fluxflag,i2_fluxflag,i3_fluxflag,i4_fluxflag,m1_fluxflag,i1_softsatflag,i2_softsatflag,i3_softsatflag,i4_softsatflag,i1_f_ap2,i1_df_ap2,i2_f_ap2,i2_df_ap2,i3_f_ap2,i3_df_ap2,i4_f_ap2,i4_df_ap2,m1_f_psf,m1_df_psf,i1_extfrac,i2_extfrac,i3_extfrac,i4_extfrac,m1_extfrac,i1_brtfrac,i2_brtfrac,i3_brtfrac,i4_brtfrac,m1_brtfrac,i1_snr,i2_snr,i3_snr,i4_snr,m1_snr,i1_seflags,i2_seflags,i3_seflags,i4_seflags,m1_dflag,m1_sflag,i1_meannoise,i2_meannoise,i3_meannoise,i4_meannoise,m1_meannoise,smid,regid,irac_obstype,mips_obstype,i1_coverage,i2_coverage,i3_coverage,i4_coverage,m1_coverage,twomass_key,twomass_assoc,twomass_ra,twomass_dec,j,dj,h,dh,k,dk,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
SSTSL2 J192810.10+162155.5,1,0,292.042118,16.365423,51.630745,-0.446492,1,0,7,1,1,1,1,1,2,2,0,0,1,0,0,0,0,79280,102.3,52640,125.5,32130,174.6,19020,139.2,2457,135,0,0,0,0,1.11,0.95,1.02,0,0,0,696.1,383.4,170,140.8,18.2,2,2,0,0,N,1,10.7,12.04,41.48,33,88.06,30002561,30002561-28222,0,0,3.84,2.03,2.33,1.96,16.62,332736247,1,292.0421,16.36539,329600,6679,270900,5988,190400,3331,Gaia DR3 4321718143336868352,292.0421074,16.36542194,0,0,40,1.63615E+018,4.32172E+018,476590292,0.0125,0.0129,7.0543,0.0173,407.2564,6.427,0.92,0.017,6.361,0.015,0.2005,-0.1543,0.2473,-0.0876,-0.274,-0.0535,0.0799,-0.1914,-0.1517,0.102,361,361,357,4,0.8026,901.24,0.107,13.186,31,TRUE,1.566,,,,,,,,41,20,0.023698,42,0.01038,44.71,0,0,1.029,0,334,1634156.101,465.719,3508.89,10.154133,0.002773,39,892229,364.34,2448.89,10.462351,0.002825,39,1059770,368.526,2875.69,9.684869,0.003798,1.194,4,35,4,35,0,0.777482,0.308218,0.469264,-31.83,0.21,1,16,4,12,97.687,-0.27495,0.484563,868.643,1.58,5750,4.5,0,444,5.3882,3.8099,10,9.511136,0.007005,10,,NOT_AVAILABLE,0,0,0.997667,5823.9,5802.7,5900.4,4.3659,4.3625,4.3863,-0.0472,-0.0701,0.036,141.1725,140.6954,141.8476,0.0165,0.0022,0.0607,0.0139,0.0018,0.0512,0.0075,0.001,0.0274,MARCS,292.0421032,16.36539367,0.261848,0.238364,0.111,0.036739
SSTSL2 J015127.66-734814.6,0,0,27.865276,-73.804057,297.296073,-42.661103,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,16300,10.61,10150,9.452,7096,20.93,3852,12.66,408.9,77.15,0,0,0,0,0,1.02,1.05,1.05,0,0,1358.5,967.4,277.3,322.2,5.3,0,0,0,0,P,1,0.7658,1.057,3.472,4.248,52.09,40045991,40045991-117,0,0,5.11,4.95,5.26,4.18,30.41,1322044237,1,27.86501,-73.80409,53110,1321,51140,989.2,37390,688.8,Gaia DR3 4638476551248280192,27.86565565,-73.80397807,0,0,71,1.63615E+018,4.63848E+018,1770845484,0.0113,0.01,4.8422,0.0119,406.8199,42.192,32.851,0.015,26.475,0.013,0.1038,0.1525,-0.041,-0.067,-0.1926,-0.0202,0.0877,-0.0156,-0.2798,0.1756,313,313,313,0,3.285,578.23,0.078,7.3176,31,TRUE,1.47,,,,,,,,36,25,0.021889,40,0.01248,104,0,0,1.134,0,344,160147.6215,45.7767,3498.45,12.676065,0.002773,38,71431.9,75.4164,947.167,13.203812,0.003016,40,125645,76.8948,1633.98,12.000034,0.003837,1.231,0,3,0,0,0,1.203777,0.527746,0.676031,3.5,1.08,1,17,3,15,18.046,0.20142,0.258035,872.973,14.03,4750,4,0.5,111,,,,11.758143,0.022445,14,,VARIABLE,0,0,0.999884,4877.8,4854.2,4922.9,4.5903,4.5765,4.6095,0.5345,0.4917,0.5813,203.4743,201.5708,205.0953,0.1123,0.092,0.1541,0.088,0.072,0.1209,0.0457,0.0374,0.0628,MARCS,27.86513219,-73.80409574,0.244859,0.211646,0.1799,0.475463
SSTSL2 J020213.20-750648.8,0,0,30.555031,-75.11358,296.976135,-41.185783,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,13040,10.51,9218,9.373,5984,17.03,3335,13.48,442.6,83.51,0,0,0,0,0,1.02,1.02,0.95,0,0,1122.7,886,310.2,249.3,5.3,0,0,0,0,N,1,0.7821,1.083,3.52,5.396,51.98,40045991,40045991-50,0,0,1.9,5.1,4.44,5.1,21.36,133817792,1,30.5545,-75.11363,52580,1259,46430,898,33510,709.9,Gaia DR3 4637368724562903552,30.55517178,-75.11354408,0,0,113,1.63615E+018,4.63737E+018,1746371215,0.01,0.0091,4.1044,0.0101,406.4355,43.363,38.197,0.011,20.528,0.011,-0.0959,0.2348,-0.2666,-0.0939,-0.1541,-0.0426,-0.0013,0.0085,-0.2151,-0.0712,322,322,320,2,0.7168,504.31,0.059,4.5525,31,TRUE,1.522,,,,,,,,37,25,0.016215,42,0.01638,74.13,0,0,1.028,0,359,205152.4675,39.2032,5233.06,12.407175,0.002763,41,103302,68.1919,1514.88,12.803266,0.002881,40,145392,44.1301,3294.63,11.841541,0.003794,1.212,0,0,0,0,0,0.961724,0.396091,0.565634,18.59,1.08,1,23,1,17,30.109,1.9245,0.194052,973.899,11.98,5250,3.5,0,111,,,,11.641093,0.01954,22,30.07859,NOT_AVAILABLE,0,0,0.999858,5471.1,5465.2,5477,4.5722,4.5672,4.5763,-0.0218,-0.0279,-0.0156,241.0931,240.5149,241.6938,0.174,0.1698,0.178,0.1429,0.1394,0.1462,0.0761,0.0742,0.0779,MARCS,30.55451097,-75.11363531,0.179019,0.183439,-0.0629,0.183517
SSTSL2 J122133.30-792458.8,0,0,185.388789,-79.416348,301.503796,-16.627553,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,14900,13.79,10110,12.35,7107,17.09,3682,13.16,529.8,101.9,0,0,0,0,0,1.02,1.02,0.98,0,0,948.5,717.8,371,310.8,5.2,0,0,0,0,N,1,0.8033,1.059,3.448,4.574,60.37,40009401,40009401-41,0,0,4.06,4.13,3.94,3.75,16.25,841763220,1,185.3891,-79.4164,28970,720.5,32660,782.1,27140,574.9,Gaia DR3 5787523239442146304,185.3900477,-79.41633935,0,0,81,1.63615E+018,5.78752E+018,661296623,0.0177,0.0162,7.9512,0.0197,403.0426,55.336,51.167,0.022,21.072,0.021,0.0312,-0.2178,-0.3116,-0.063,0.0161,0.0102,-0.0447,0.2208,0.2668,0.1434,373,0,372,1,5.9099,538.86,0.098,3.2052,31,FALSE,1.282,,,,,,,,43,27,0.033098,55,0.003928,120.4,0,0,1.225,0,447,25767.27303,15.3433,1679.39,14.659696,0.00283,53,5419.99,37.7593,143.541,16.003546,0.008062,53,33461.5,202.157,165.523,13.436531,0.00757,1.509,4,34,6,33,0,2.567015,1.34385,1.223165,44.37,5.74,2,12,9,11,8.7807,,,942.72,,3500,4.5,0,101,,,,12.8372,0.040066,5,,NOT_AVAILABLE,0,0,0.000001,3547.7,3547,3548,4.5568,4.5536,4.5601,-0.1729,-0.1839,-0.1624,124.94,124.6095,125.2822,0.8879,0.8836,0.8923,0.5854,0.5825,0.5884,0.3633,0.3616,0.3651,MARCS,185.3888095,-79.416433,0.360058,0.343829,0.1433,0.832858
SSTSL2 J011141.91-743432.3,0,0,17.924637,-74.57564,301.107342,-42.480758,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,18460,14.26,11610,9.742,7593,17.15,4088,14.03,462.1,81.07,0,0,0,0,0,1.02,1.02,0.98,0,0,1148,1079.5,385.8,320,5.7,0,0,0,0,N,1,0.7745,0.9875,3.331,3.894,49.45,40045991,40045991-100,0,0,5.99,4.06,5.9,3.33,29.27,52610893,1,17.92428,-74.57563,64390,1542,59370,1203,42150,892.9,Gaia DR3 4686087496379314304,17.92511219,-74.57564513,0,0,116,1.63615E+018,4.68609E+018,1368848627,0.0114,0.0093,4.2789,0.0107,400.8072,50.917,50.898,0.014,1.372,0.012,-0.2784,0.1874,-0.329,0.0883,-0.0666,0.1399,0.0568,-0.0119,-0.1342,-0.2118,336,336,335,1,1.1792,606.09,0.072,7.5667,31,TRUE,1.514,,,,,,,,38,26,0.020647,44,0.02684,102.7,0,0,1.045,0,374,253945.9415,43.9161,5782.53,12.175513,0.002762,43,125427,70.4842,1779.5,12.592568,0.002856,43,182459,62.8774,2901.82,11.594983,0.003798,1.212,0,21,0,21,0,0.997585,0.417055,0.58053,13.08,0.45,1,23,3,20,32.741,-1.1267,0.795846,946.404,7.15,5000,3.5,0.25,444,5.9918,6.1083,17,11.37624,0.013234,20,34.72246,NOT_AVAILABLE,0,0,0.999772,5282.5,5273.5,5290.2,4.4795,4.4775,4.4816,0.1512,0.1409,0.1588,232.8019,232.1873,233.3602,0.0894,0.083,0.0947,0.0727,0.0674,0.077,0.0384,0.0356,0.0407,MARCS,17.92426164,-74.57565123,0.229037,0.183851,-0.2205,0.455355
SSTSL2 J160914.51+532643.8,0,0,242.310466,53.445518,82.881165,45.306735,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,7458,4.572,5351,4.284,3697,9.886,2019,8.692,245.5,47.2,0,0,0,0,0,1.05,1.05,0.98,0,0,1466.1,1152.7,380,286.2,5.2,2,0,0,0,N,1,0.34,0.5949,2.861,3.165,27.05,60095791,60095791-15,1,1,4.09,4.17,3.87,3.47,41.45,279951327,1,242.3105,53.44547,16920,389.6,19250,336.8,15040,193.9,Gaia DR3 1428060790377370624,242.3104341,53.44550573,0,0,47,1.63615E+018,1.42806E+018,1342092916,0.0203,0.02,8.2434,0.0206,399.7518,11.067,-10.797,0.028,-2.429,0.026,0.194,-0.0849,0.1027,0.1082,0.091,0.0959,-0.104,0.0017,-0.0274,0.2684,335,0,333,2,1.3574,368.36,0,0,31,FALSE,1.28,,,,,,,,39,27,0.042043,42,0.01661,22.33,0,0,1.052,0,343,15589.13571,12.3546,1261.81,15.205312,0.002887,38,3123.18,19.1383,163.19,16.60205,0.007215,40,19154.6,32.7431,584.995,14.042214,0.004211,1.429,0,11,0,2,0,2.559836,1.396739,1.163097,-21.82,5.73,2,12,2,12,5.5548,,,905.487,,3300,4,-0.5,111,,,,13.388036,0.071143,15,,NOT_AVAILABLE,0,0,0.992964,3511.3,3509,3516.6,4.7726,4.7692,4.7782,-0.0096,-0.0166,0.0135,120.035,119.5602,120.4511,0.7748,0.767,0.7831,0.5081,0.5029,0.5136,0.319,0.3158,0.3224,MARCS,242.3105147,53.44551652,0.439275,0.422052,0.2587,0.08144
SSTSL2 J162715.42+424016.3,0,0,246.814285,42.671221,67.259043,43.956097,1,0,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,10090,9.18,6459,8.177,4326,17.64,2429,13.02,266.2,43.64,0,0,0,0,0,1.02,1.02,0,0,0,1000.3,730.1,242.7,214,6.1,3,2,0,0,P,2,0.7518,1.212,4.165,5.381,26.82,60091101,60091101-7,1,1,3.08,3.83,3.05,3.74,46.55,662720601,1,246.8143,42.67137,25470,516.1,29110,563,22240,389.3,Gaia DR3 1381400437471856640,246.8142357,42.67107433,0,0,16,1.63615E+018,1.3814E+018,807539994,0.0117,0.014,5.4813,0.0138,398.4896,58.694,-13.702,0.015,-57.072,0.018,0.1181,-0.1374,-0.0505,0.0583,0.0238,0.0365,-0.3443,-0.0153,-0.0314,0.1952,389,0,388,1,4.9345,513.85,0.068,2.7424,31,FALSE,1.379,,,,,,,,44,28,0.026471,49,0.01339,3.933,0,0,1.183,0,395,45807.8034,9.50589,4818.88,14.035018,0.002765,43,15182.7,16.9514,895.657,14.885173,0.003042,39,44385.6,20.0949,2208.8,13.129789,0.003811,1.3,0,0,0,0,0,1.755383,0.850155,0.905229,-5.88,2.04,2,24,3,20,13.931,,,909.071,,4250,4.5,0.5,101,,,,12.733435,0.061844,21,,NOT_AVAILABLE,0,0,0.999245,4230,4215.7,4240.7,4.6494,4.6458,4.6513,0.2066,0.1616,0.2453,181.3784,179.564,182.5803,0.5744,0.5581,0.585,0.4182,0.4061,0.426,0.2246,0.2182,0.2287,MARCS,246.8143185,42.67132799,0.248571,0.295364,0.187,0.543896
SSTSL2 J050321.58-652202.3,0,0,75.839924,-65.367307,275.737496,-35.662361,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,12420,9.75,7695,10.6,5149,19.86,2928,14.59,504.8,81.41,0,0,0,0,0,1.05,1.02,1.05,0,0,1158.3,653.6,223.7,217.8,6.2,0,0,0,0,N,1,0.8036,1.136,3.488,4.984,53.52,40019951,40019951-446,0,0,4.2,4.08,4.3,4.08,27.72,136595748,1,75.83992,-65.3674,39590,875.2,39990,1031,28210,597.6,Gaia DR3 4663778856437919488,75.84009848,-65.36717961,0,0,176,1.63615E+018,4.66378E+018,1124077959,0.0117,0.0132,5.0659,0.0127,398.3383,55.997,20.314,0.016,52.183,0.018,-0.0173,-0.0657,-0.1615,-0.0452,0.2001,-0.023,-0.3702,0.2575,-0.2293,0.0292,378,130,378,0,1.6805,787.51,0.109,11.36,31,FALSE,1.48,,,,,,,,44,26,0.02605,100,0.01068,65.86,0,0,1.061,0,837,121546.7297,13.3564,9100.25,12.975509,0.002758,94,55330.6,22.4966,2459.5,13.48113,0.002825,92,94239.5,21.6456,4353.74,12.312312,0.003788,1.231,0,0,0,0,0,1.168818,0.505621,0.663197,34.68,1.04,2,49,5,19,31.886,,,930.135,,5000,5,0.5,444,,,,12.046872,0.022256,45,,NOT_AVAILABLE,0,0,0.999591,4812.5,4806.5,4825.5,4.6069,4.6046,4.6133,-0.2544,-0.2623,-0.232,197.3815,196.8429,197.9487,0.0835,0.0772,0.0949,0.0659,0.0609,0.075,0.0349,0.0323,0.0398,MARCS,75.83988187,-65.36741153,0.253859,0.298332,0.0315,0.528079
SSTSL2 J052202.22-651045.0,0,0,80.509286,-65.179179,275.087294,-33.77481,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,17270,11.09,11270,9.948,7142,22.72,4054,14.13,487.8,93.82,0,0,0,0,0,0.95,0.98,0.95,0,0,1408.6,1021.7,270.1,319.2,5.2,0,0,0,0,N,1,0.8056,1.136,3.51,4.847,53.11,40019951,40019951-442,0,0,2.87,3.96,3.83,3.96,20.19,183784810,1,80.50925,-65.17924,61770,1309,55310,1223,38870,751.8,Gaia DR3 4661017050718656384,80.50928107,-65.17905586,0,0,12,1.63615E+018,4.66102E+018,460402812,0.0101,0.0108,4.234,0.0107,396.266,27.957,-3.793,0.013,27.699,0.015,0.0309,0.0285,0.1481,-0.1601,0.3011,-0.0737,-0.2235,0.1934,-0.1585,-0.0029,361,361,360,1,2.7424,693.48,0.083,9.3818,31,TRUE,1.527,,,,,,,,41,26,0.020678,78,0.0066,63.39,0,0,1.104,0,668,234125.6726,34.2966,6826.51,12.263744,0.00276,74,119087,51.3336,2319.86,12.648884,0.002829,75,165607,57.6667,2871.79,11.7002,0.003798,1.216,0,41,0,46,0,0.948684,0.385139,0.563544,25.22,0.65,1,25,7,19,33.568,-1.0304,0.804337,955.921,10.96,5250,3.5,-0.5,111,7.8456,11.574,11,11.474689,0.012518,16,32.3508,NOT_AVAILABLE,0,0,0.999849,5199.8,5198,5202.7,4.4302,4.4286,4.4321,-0.7709,-0.7764,-0.7638,235.4305,234.7869,235.987,0.0016,0.0004,0.0041,0.0013,0.0003,0.0034,0.0007,0.0001,0.0018,MARCS,80.50932123,-65.17917897,0.201148,0.238263,0.0085,0.443357
SSTSL2 J174613.55+053102.8,0,0,266.556492,5.517456,30.424341,17.008854,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,19910,13.14,12300,11.34,8810,21.03,4619,16.16,479.3,33.52,0,0,0,0,0,1.05,1.02,1.05,0,0,1368.9,978.5,368.3,311.2,14.3,2,0,0,0,N,1,0.9443,1.305,3.893,5.952,20.3,40018640,40018640-0,0,0,3.15,4.27,4.2,4.47,94.59,1142123521,1,266.5564,5.517708,44010,891.9,52820,1362,41920,810.8,Gaia DR3 4474048195087817856,266.5564678,5.5171991,0,0,52,1.63615E+018,4.47405E+018,1093605245,0.0183,0.017,8.014,0.0203,394.6126,119.107,4.529,0.021,-119.02,0.019,0.312,0.0453,-0.3553,-0.4183,-0.31,-0.4143,-0.6664,0.0291,0.1753,0.3108,372,0,371,1,10.2106,666.05,0.113,9.1674,31,FALSE,1.332,,,,,,,,43,20,0.035529,44,0.0109,57.94,1,0,1.399,0,370,59354.21064,16.1913,3665.8,13.753738,0.002771,37,16071.1,18.2077,882.653,14.823431,0.003049,37,64501.3,32.1215,2008.04,12.723974,0.003818,1.357,0,0,0,0,0,2.099457,1.069693,1.029764,-39.44,1.64,2,22,3,16,14.857,,,958.513,,5500,4.5,0,0,,,,12.311329,0.02545,19,,NOT_AVAILABLE,0,0,0.992964,3914,3891.3,3921.9,4.5788,4.57,4.5823,0.1353,0.095,0.1482,124.6603,124.1409,125.1885,0.7148,0.6858,0.729,0.4972,0.4766,0.5072,0.284,0.2724,0.2897,MARCS,266.5564476,5.517728076,0.349443,0.312213,0.3374,0.928884
SSTSL2 J012221.65-751857.8,0,0,20.590224,-75.316072,300.316187,-41.65475,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,20160,15.19,12740,11.89,8676,23.45,4651,13.46,537.1,50.67,0,0,0,0,0,1.02,0.95,1.02,0,0,1185.9,955.4,317.7,354.4,10.6,0,0,0,0,N,1,0.814,1.092,3.636,4.719,43.37,40045991,40045991-55,0,0,4.09,4.55,3.91,4.81,16.76,52677677,1,20.59047,-75.31603,78130,1727,68490,1640,46300,980.9,Gaia DR3 4637922049493322240,20.59018732,-75.3160958,0,0,114,1.63615E+018,4.63792E+018,1614314739,0.0105,0.0091,4.2119,0.0107,393.6755,21.908,-17.351,0.013,-13.376,0.011,-0.1616,0.2695,-0.1923,-0.044,-0.0946,0.0111,0.0384,-0.0255,-0.1564,-0.0818,378,378,377,1,-0.9736,836.47,0.083,11.153,31,TRUE,1.557,,,,,,,,43,29,0.018531,48,0.02818,92.47,0,0,0.964,0,412,367272.9921,63.7681,5759.51,11.774895,0.002762,48,198200,103.815,1909.17,12.095782,0.002848,46,243114,61.9551,3924.03,11.28337,0.003789,1.202,0,0,0,0,0,0.812412,0.320888,0.491525,11.9,0.74,1,20,2,18,38.67,0.042837,0.438717,946.655,10.32,6000,3.5,-0.25,222,,,,11.075728,0.010749,17,40.97885,NOT_AVAILABLE,0,0,0.999832,5791.3,5781.6,5799.3,4.4116,4.4087,4.4181,-0.4329,-0.4398,-0.4258,233.0062,231.9166,233.7474,0.0948,0.0893,0.0989,0.0799,0.0752,0.0834,0.0431,0.0406,0.045,MARCS,20.59049155,-75.31603635,0.213684,0.175341,-0.0798,0.091994
SSTSL2 J050225.98-682649.9,0,0,75.608282,-68.447197,279.430949,-35.016106,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,20760,11.92,13630,10.39,8750,18.41,5002,11.71,539,78.12,0,0,0,0,0,0.98,1.05,0.98,0,0,1563.6,1167.3,411.2,427.9,6.9,2,0,0,0,N,1,0.8763,1.158,3.457,4.918,53.11,40019951,40019951-278,0,0,5.93,8.46,5.97,7.82,31.44,120416220,1,75.60838,-68.44714,81730,1581,73930,1634,48750,943,Gaia DR3 4661336630643134720,75.60802901,-68.44728866,0,0,111,1.63615E+018,4.66134E+018,557727812,0.0122,0.0112,4.5078,0.0115,391.8042,41.941,-31.97,0.015,-27.148,0.015,-0.0763,0.0337,0.1874,-0.1476,0.166,-0.149,-0.2567,0.1017,-0.2033,-0.0231,337,337,337,0,-4.9788,558.37,0.078,5.6698,31,TRUE,1.562,,,,,,,,38,25,0.021569,40,0.009019,165.3,0,0,0.812,0,345,381972.8617,62.4952,6112.04,11.732285,0.002761,38,207114,151.461,1367.44,12.048018,0.002901,37,251365,78.421,3205.32,11.247135,0.003795,1.2,0,0,0,0,0,0.800883,0.315733,0.48515,76.02,0.77,1,16,7,16,33.794,0.11207,0.67945,980.336,6.97,5750,4.5,-0.75,101,,,,11.043887,0.013741,9,33.68782,NOT_AVAILABLE,0,0,0.99968,5675.6,5674.4,5677.1,4.4602,4.4585,4.4621,-0.6642,-0.6701,-0.6581,220.0941,219.5302,220.6645,0.0004,0.0001,0.0014,0.0004,0,0.0012,0.0002,0,0.0007,MARCS,75.60841579,-68.447168,0.243443,0.239169,-0.0088,0.469928
SSTSL2 J125308.98-620149.6,0,0,193.287417,-62.030445,303.132641,0.840637,1,0,7,1,1,1,1,1,2,2,2,0,1,0,0,0,0,138500,137.4,92380,149.9,59510,214.6,32980,140.2,3923,139.1,0,0,0,0,0.96,1.02,0.95,1.02,0,0,897.7,551.5,240.6,218.9,28.2,3,2,0,0,N,1,8.804,10.35,33.42,26.37,81.53,30002561,30002561-30167,0,0,4.08,1.91,4.09,1.85,10.79,950592058,1,193.2876,-62.03046,494300,12290,451200,14130,316800,6128,Gaia DR3 6055284076350672384,193.2871054,-62.03049025,0,0,25,1.63615E+018,6.05528E+018,546551931,0.0086,0.0101,5.1072,0.0131,391.1451,55.666,-55.643,0.011,1.609,0.013,0.1949,0.0448,-0.1338,0.0574,-0.1471,0.0988,0.1714,-0.0064,0.0209,0.3499,490,490,480,10,-1.5076,939.93,0.083,9.6487,31,FALSE,1.487,,,,,,,,55,27,0.020001,68,0.014,141.6,0,0,0.951,0,531,1541790.584,214.064,7202.48,10.217303,0.002759,63,712191,225.004,3165.24,10.70705,0.002811,59,1191030,139.545,8535.09,9.558085,0.003782,1.234,0,0,0,0,0,1.148965,0.489747,0.659218,24.41,0.22,1,15,6,14,98.469,0.44736,0.295026,938.136,2.29,6250,4.5,0.25,444,5.1225,2.6176,6,9.28898,0.03635,7,,NOT_AVAILABLE,0,0,0.999943,,,,,,,,,,,,,,,,,,,,,,,193.2876326,-62.0304974,0.17336,0.212917,0.3425,0.550825
SSTSL2 J050231.83+072712.9,0,1,75.632628,7.453588,192.851618,-20.156798,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,17700,17.86,11730,12.94,7540,23.17,4470,20,786.4,26.39,0,0,0,0,0,1.02,0.98,0.95,0,0,887.4,821.7,290.9,251.7,29.8,0,0,0,0,P,-2,0.964,1.384,4.558,7.064,27.17,60083900,60083900-0,1,1,4.43,4.3,4.47,3.82,210.81,884101890,1,75.63266,7.453607,41730,730.2,49890,1195,38440,778.9,Gaia DR3 3289902621835095168,75.63259631,7.453490337,0,0,100,1.63615E+018,3.2899E+018,27071101,0.017,0.0115,7.5766,0.0194,389.6754,31.289,-13.876,0.022,-28.044,0.016,-0.1481,-0.0986,-0.0986,0.2888,0.0191,0.2703,-0.1337,0.2659,0.0464,-0.2327,295,9,293,2,4.0492,370.1,0.049,1.3728,31,FALSE,1.346,,,,,,,,34,16,0.032171,34,0.01647,129.5,1,0,1.172,0,286,58865.88113,116.802,503.981,13.762708,0.003498,23,17319.2,167.173,103.6,14.742223,0.010845,23,62202.7,351.679,176.874,12.763373,0.007209,1.351,0,0,0,0,0,1.978849,0.979515,0.999334,-51.93,14.09,2,11,1,9,11.508,,,879.442,,3800,4.5,-0.5,101,,,,12.337685,0.035671,12,,NOT_AVAILABLE,0,0,0.000001,4040.4,3942.6,4048.7,4.6008,4.5613,4.6055,0.1002,-0.108,0.1242,131.6296,131.1199,132.5057,0.6621,0.5574,0.6776,0.4663,0.3909,0.4775,0.2609,0.2196,0.267,PHOENIX,75.6326585,7.453614977,0.358335,0.263448,-0.2554,0.369338
SSTSL2 J174528.89+052343.3,0,0,266.370377,5.39538,30.223114,17.119409,1,0,7,1,1,1,1,1,2,2,2,0,0,0,0,0,0,17520,12.46,12140,11.42,7921,20.67,4352,18.57,498.7,34.87,0,0,0,0,0,1.02,1.02,0.95,0,0,1226.6,936.5,335.6,267.8,14.3,2,0,0,0,N,1,0.9443,1.305,3.893,5.952,20.3,40018640,40018640-0,0,0,1.89,3.06,2.88,2.87,83.82,1140790171,1,266.3704,5.3954,57700,1222,55360,1581,39300,868.7,Gaia DR3 4473670268028615936,266.3703984,5.395439814,0,0,69,1.63615E+018,4.47367E+018,599737005,0.0104,0.0092,4.7494,0.0122,389.4341,7.044,1.403,0.012,6.903,0.01,0.1094,-0.1976,-0.3224,-0.1978,-0.206,-0.1686,-0.6059,0.0528,0.2416,0.0657,344,344,343,1,-1.9753,422.81,0.026,0.84221,31,FALSE,1.47,,,,,,,,39,21,0.017762,40,0.008861,9.301,0,0,0.924,0,341,157106.5904,71.9733,2182.85,12.696881,0.0028,38,69771.6,134.737,517.834,13.229346,0.00349,38,125444,192.581,651.385,12.001768,0.004131,1.243,0,23,0,22,0,1.227578,0.532465,0.695113,-14.79,2.17,1,18,13,12,20.15,2.9826,0.000151,802.203,32.91,4750,3,-0.5,111,,,,11.780308,0.056573,4,,VARIABLE,0,0,0.99987,5153.8,5136.5,5167,4.5235,4.517,4.5273,-0.1154,-0.1297,-0.1017,210.1113,209.4007,211.8074,0.5457,0.5318,0.5563,0.4341,0.4229,0.4427,0.2312,0.2253,0.2359,MARCS,266.3703921,5.395409132,0.196623,0.171511,0.0817,0.228554
